Symbol	GeneID	log2FoldChange	padj	pvalue	EnsemblGeneID
TAF5	6877	-3.9875332	1.36e-14	3.71e-15	ENSG00000148835
PCCA	5095	1.1857909	1.37e-14	3.75e-15	ENSG00000175198
LTO1	220064	1.1944095	1.37e-14	3.76e-15	ENSG00000149716
CLSTN1	22883	1.1623486	1.38e-14	3.77e-15	ENSG00000171603
NOTCH2NLA	388677	1.0916316	1.38e-14	3.78e-15	ENSG00000264343
BAZ2B	29994	1.0727061	1.38e-14	3.79e-15	ENSG00000123636
UAP1	6675	-1.1336856	1.4e-14	3.83e-15	ENSG00000117143
SNF8	11267	1.1861742	1.4e-14	3.85e-15	ENSG00000159210
PARP6	56965	1.104209	1.43e-14	3.91e-15	ENSG00000137817
FOS	2353	-5.1994319	1.43e-14	3.92e-15	ENSG00000170345
INO80E	283899	1.5783545	1.47e-14	4.02e-15	ENSG00000169592
COMMD8	54951	-2.3525709	1.48e-14	4.05e-15	ENSG00000169019
SERPINE1	5054	-1.6537367	1.49e-14	4.08e-15	ENSG00000106366
CAMLG	819	1.4529948	1.5e-14	4.12e-15	ENSG00000164615
CXCL2	2920	-4.530928	1.52e-14	4.18e-15	ENSG00000081041
KDM2B	84678	1.2343224	1.53e-14	4.2e-15	ENSG00000089094
TMPO	7112	-2.292903	1.55e-14	4.27e-15	ENSG00000120802
MTM1	4534	-2.7449388	1.56e-14	4.28e-15	ENSG00000171100
AS3MT	57412	-2.3507506	1.57e-14	4.32e-15	ENSG00000214435
WDR46	9277	1.5350846	1.58e-14	4.34e-15	ENSG00000227057
INHBB	3625	-3.8210796	1.59e-14	4.38e-15	ENSG00000163083
SYS1	90196	1.167223	1.63e-14	4.49e-15	ENSG00000204070
DAP	1611	1.1801758	1.67e-14	4.59e-15	ENSG00000112977
NUP42	11097	1.1955414	1.69e-14	4.66e-15	ENSG00000136243
NPHP4	261734	-1.1879203	1.72e-14	4.73e-15	ENSG00000131697
STK16	8576	1.2300037	1.8e-14	4.95e-15	ENSG00000115661
DENND3	22898	1.6792795	1.83e-14	5.05e-15	ENSG00000105339
ABT1	29777	1.1316629	1.93e-14	5.34e-15	ENSG00000146109
SNX18	112574	-1.399213	1.95e-14	5.41e-15	ENSG00000178996
SMCHD1	23347	1.3321521	1.96e-14	5.43e-15	ENSG00000101596
FAM210A	125228	1.3086749	2e-14	5.55e-15	ENSG00000177150
GSTCD	79807	-1.7595634	2.01e-14	5.57e-15	ENSG00000138780
TRIM59	286827	1.6964393	2.05e-14	5.68e-15	ENSG00000213186
MRPS9	64965	1.5547132	2.06e-14	5.7e-15	ENSG00000135972
KMT2D	8085	1.6275584	2.07e-14	5.73e-15	ENSG00000167548
CDYL2	124359	-1.709843	2.07e-14	5.75e-15	ENSG00000166446
UBL4A	8266	-1.2456414	2.09e-14	5.79e-15	ENSG00000102178
SRRM2	23524	-1.305113	2.15e-14	5.98e-15	ENSG00000167978
PPP1R12A	4659	1.0241617	2.2e-14	6.11e-15	ENSG00000058272
LCMT1	51451	-1.0302472	2.23e-14	6.2e-15	ENSG00000205629
AOX1	316	-2.4893404	2.27e-14	6.32e-15	ENSG00000138356
DOCK5	80005	1.5108452	2.32e-14	6.46e-15	ENSG00000147459
ARL13B	200894	-1.463898	2.34e-14	6.5e-15	ENSG00000169379
SATB2	23314	1.6849929	2.34e-14	6.51e-15	ENSG00000119042
WDFY2	115825	1.6651689	2.39e-14	6.65e-15	ENSG00000139668
BOC	91653	1.6751682	2.42e-14	6.74e-15	ENSG00000144857
SH2B3	10019	-1.8849793	2.45e-14	6.82e-15	ENSG00000111252
FXR1	8087	-1.7402346	2.45e-14	6.84e-15	ENSG00000114416
TRPS1	7227	1.1815848	2.52e-14	7.02e-15	ENSG00000104447
LYAR	55646	-1.3815454	2.57e-14	7.16e-15	ENSG00000145220
CAMKK2	10645	1.2876555	2.57e-14	7.18e-15	ENSG00000110931
RBBP6	5930	-2.2633278	2.6e-14	7.26e-15	ENSG00000122257
PTPN9	5780	-1.2335987	2.63e-14	7.33e-15	ENSG00000169410
PTCD2	79810	-1.6428946	2.65e-14	7.39e-15	ENSG00000049883
TAOK2	9344	-1.2030949	2.68e-14	7.5e-15	ENSG00000149930
ASCC2	84164	1.2956412	2.72e-14	7.61e-15	ENSG00000100325
SLC15A4	121260	-1.2004295	2.75e-14	7.68e-15	ENSG00000139370
XPO7	23039	1.0526413	2.81e-14	7.86e-15	ENSG00000130227
DALRD3	55152	-1.1175172	2.81e-14	7.86e-15	ENSG00000178149
NUDCD1	84955	1.4819707	2.83e-14	7.92e-15	ENSG00000120526
SLC19A1	6573	-2.2306183	2.83e-14	7.91e-15	ENSG00000173638
LRRC40	55631	-1.892358	2.84e-14	7.95e-15	ENSG00000066557
LOC102724250	102724250	-1.2721435	2.85e-14	8e-15	NA
HAUS6	54801	-5.2895524	2.89e-14	8.11e-15	ENSG00000147874
SYPL1	6856	1.1833031	2.9e-14	8.13e-15	ENSG00000008282
SNRNP48	154007	1.1164011	2.93e-14	8.22e-15	ENSG00000168566
GALK2	2585	-1.8335962	2.95e-14	8.27e-15	ENSG00000156958
ENDOV	284131	-2.2490342	2.95e-14	8.28e-15	ENSG00000173818
YJU2	55702	1.0246625	2.97e-14	8.34e-15	ENSG00000105248
UST	10090	-1.4023128	2.99e-14	8.41e-15	ENSG00000111962
FOXL2	668	-3.1823837	3.11e-14	8.75e-15	ENSG00000183770
TRIOBP	11078	-1.1681754	3.17e-14	8.9e-15	ENSG00000100106
ZFTA	65998	2.1742477	3.3e-14	9.27e-15	ENSG00000188070
NOTCH2NLC	100996717	1.1005243	3.46e-14	9.73e-15	ENSG00000286219
S1PR2	9294	-1.5384004	3.46e-14	9.75e-15	ENSG00000267534
INTS9	55756	1.4708498	3.5e-14	9.86e-15	ENSG00000104299
ZNF567	163081	1.2542165	3.5e-14	9.86e-15	ENSG00000189042
HEATR5A	25938	-1.483624	3.55e-14	1e-14	ENSG00000129493
CNIH4	29097	1.3317804	3.65e-14	1.03e-14	ENSG00000143771
MLH1	4292	1.1512249	3.67e-14	1.03e-14	ENSG00000076242
CHCHD5	84269	1.4798203	3.69e-14	1.04e-14	ENSG00000125611
SLC25A23	79085	-1.1673589	3.74e-14	1.06e-14	ENSG00000125648
SPEG	10290	1.0985006	3.74e-14	1.06e-14	ENSG00000072195
NR4A1	3164	-4.7752106	3.94e-14	1.11e-14	ENSG00000123358
CLEC4A	50856	-2.4352324	4.05e-14	1.14e-14	ENSG00000111729
DAAM2	23500	1.5870959	4.11e-14	1.16e-14	ENSG00000146122
OSR2	116039	-3.8124582	4.11e-14	1.16e-14	ENSG00000164920
TMEM208	29100	1.0982623	4.14e-14	1.17e-14	ENSG00000168701
KIAA1586	57691	-2.0243213	4.33e-14	1.22e-14	ENSG00000168116
TTC39B	158219	-1.3395199	4.35e-14	1.23e-14	ENSG00000155158
TMEM126A	84233	-1.1697707	4.38e-14	1.24e-14	ENSG00000171202
CCDC22	28952	-1.4846702	4.45e-14	1.26e-14	ENSG00000101997
NSUN4	387338	1.456987	4.49e-14	1.27e-14	ENSG00000117481
MFAP3L	9848	-2.1344578	4.53e-14	1.28e-14	ENSG00000198948
RNASET2	8635	1.3339037	4.6e-14	1.3e-14	ENSG00000026297
FOXD1	2297	-1.7692773	4.77e-14	1.35e-14	ENSG00000251493
TMTC3	160418	-1.6425142	4.82e-14	1.37e-14	ENSG00000139324
PLAGL1	5325	1.1018025	4.82e-14	1.37e-14	ENSG00000118495
ARHGAP23	57636	-1.0775744	4.83e-14	1.37e-14	ENSG00000275832
SMIM15	643155	1.0589229	4.85e-14	1.38e-14	ENSG00000188725
EARS2	124454	1.1751604	4.85e-14	1.38e-14	ENSG00000103356
RBL2	5934	-1.2193778	4.87e-14	1.38e-14	ENSG00000103479
LOC102724117	102724117	1.3835478	4.9e-14	1.39e-14	NA
ZNF784	147808	2.2280841	4.9e-14	1.39e-14	ENSG00000179922
ANO6	196527	1.0879558	4.93e-14	1.4e-14	ENSG00000177119
HR	55806	-3.1905672	5.07e-14	1.44e-14	ENSG00000168453
BCS1L	617	1.2143859	5.08e-14	1.45e-14	ENSG00000074582
ADHFE1	137872	-2.8813473	5.21e-14	1.48e-14	ENSG00000147576
SYNC	81493	-1.5979226	5.25e-14	1.5e-14	ENSG00000162520
SPTBN1	6711	1.3760216	5.3e-14	1.51e-14	ENSG00000115306
WEE1	7465	-1.593431	5.35e-14	1.53e-14	ENSG00000166483
NUMBL	9253	1.0470916	5.43e-14	1.55e-14	ENSG00000105245
MAP4K2	5871	1.4133463	5.43e-14	1.55e-14	ENSG00000168067
MYH10	4628	1.7073868	5.46e-14	1.56e-14	ENSG00000133026
MLXIP	22877	-1.7111369	5.47e-14	1.56e-14	ENSG00000175727
MSL3	10943	1.2210947	5.58e-14	1.59e-14	ENSG00000005302
CCDC115	84317	1.3082846	5.65e-14	1.61e-14	ENSG00000136710
PCDHGA9	56107	1.2361213	5.67e-14	1.62e-14	ENSG00000261934
USP32	84669	-1.0012601	5.69e-14	1.63e-14	ENSG00000170832
ZNF799	90576	1.2847621	5.78e-14	1.65e-14	ENSG00000196466
DCAF17	80067	-1.8229297	5.79e-14	1.65e-14	ENSG00000115827
ZHX1	11244	-1.834277	5.8e-14	1.66e-14	ENSG00000165156
OSBPL3	26031	1.5245042	6.05e-14	1.73e-14	ENSG00000070882
DPAGT1	1798	1.3061457	6.17e-14	1.76e-14	ENSG00000172269
SKIL	6498	-1.6494132	6.19e-14	1.77e-14	ENSG00000136603
ZC3H12B	340554	-3.4992204	6.32e-14	1.81e-14	ENSG00000102053
GALE	2582	2.9045386	6.41e-14	1.84e-14	ENSG00000117308
ZNF480	147657	-1.8018066	6.43e-14	1.84e-14	ENSG00000198464
ZNF432	9668	1.01762	6.49e-14	1.86e-14	ENSG00000256087
ZFP69	339559	1.5518428	6.62e-14	1.9e-14	ENSG00000187815
MACROD1	28992	1.2939829	6.67e-14	1.91e-14	ENSG00000133315
PRMT1	3276	1.5405845	6.73e-14	1.93e-14	ENSG00000126457
BCL11A	53335	-3.7490919	6.87e-14	1.97e-14	ENSG00000119866
PCDHGA12	26025	1.2515268	6.87e-14	1.97e-14	ENSG00000253159
RNASEH2A	10535	-2.3431878	6.91e-14	1.98e-14	ENSG00000104889
LPCAT2	54947	-2.118303	6.97e-14	2e-14	ENSG00000087253
SAAL1	113174	1.5103289	6.98e-14	2.01e-14	ENSG00000166788
ANO8	57719	1.5449218	7.02e-14	2.02e-14	ENSG00000074855
XPNPEP3	63929	-1.4604663	7.09e-14	2.04e-14	ENSG00000196236
PIH1D1	55011	1.2032597	7.1e-14	2.04e-14	ENSG00000104872
NSUN3	63899	-1.4512951	7.12e-14	2.05e-14	ENSG00000178694
CMYA5	202333	2.2162803	7.15e-14	2.06e-14	ENSG00000164309
KANK1	23189	1.6590815	7.2e-14	2.07e-14	ENSG00000107104
ZNF836	162962	1.4505727	7.25e-14	2.09e-14	ENSG00000196267
POLR2M	81488	-1.066543	7.3e-14	2.1e-14	ENSG00000255529
GASK1B	51313	1.5959032	7.3e-14	2.1e-14	ENSG00000164125
TRERF1	55809	1.4849806	7.32e-14	2.11e-14	ENSG00000124496
PIGV	55650	1.3773955	7.43e-14	2.14e-14	ENSG00000060642
RGP1	9827	-1.0067967	7.52e-14	2.17e-14	ENSG00000107185
NFATC4	4776	-4.0819015	7.65e-14	2.21e-14	ENSG00000100968
VBP1	7411	1.2817309	7.79e-14	2.25e-14	ENSG00000155959
NSMF	26012	1.3988613	8.02e-14	2.32e-14	ENSG00000165802
THY1	7070	-1.1157956	8.24e-14	2.38e-14	ENSG00000154096
PCDHGA6	56109	1.2370006	8.47e-14	2.45e-14	ENSG00000253731
HCFC2	29915	-1.212137	8.47e-14	2.45e-14	ENSG00000111727
ZNF773	374928	1.1996086	8.47e-14	2.45e-14	ENSG00000152439
CCNC	892	-1.3497836	8.77e-14	2.53e-14	ENSG00000112237
ADAMTS9	56999	-2.8814091	8.77e-14	2.54e-14	ENSG00000163638
DHX30	22907	1.8782526	8.87e-14	2.57e-14	ENSG00000132153
MAP3K20	51776	-1.1309336	8.92e-14	2.58e-14	ENSG00000091436
PIP4P1	90809	-1.8599168	8.94e-14	2.59e-14	ENSG00000165782
ZNF428	126299	-1.4743524	8.98e-14	2.6e-14	ENSG00000131116
MYO10	4651	1.4217727	9.08e-14	2.63e-14	ENSG00000145555
PCDHGC4	56098	1.212119	9.17e-14	2.66e-14	ENSG00000242419
PAXBP1	94104	-2.1090074	9.17e-14	2.66e-14	ENSG00000159086
EMP3	2014	1.1909763	9.2e-14	2.67e-14	ENSG00000142227
DNAJA4	55466	-2.6843386	9.26e-14	2.69e-14	ENSG00000140403
CNN1	1264	-2.6744173	9.37e-14	2.72e-14	ENSG00000130176
ZNF555	148254	2.2632035	9.48e-14	2.75e-14	ENSG00000186300
RNF207	388591	1.9080267	9.67e-14	2.81e-14	ENSG00000158286
LHFPL6	10186	1.1520551	9.69e-14	2.81e-14	ENSG00000183722
P2RX4	5025	1.4980401	9.7e-14	2.82e-14	ENSG00000135124
IL6R	3570	-2.581807	1.01e-13	2.92e-14	ENSG00000160712
ZNF324	25799	1.5127182	1.02e-13	2.98e-14	ENSG00000083812
CHMP4A	29082	1.0337634	1.03e-13	2.99e-14	ENSG00000254505
LEPROTL1	23484	1.3187651	1.04e-13	3.02e-14	ENSG00000104660
PCDHGA2	56113	1.2174453	1.08e-13	3.15e-14	ENSG00000081853
SLFN11	91607	1.5836364	1.08e-13	3.15e-14	ENSG00000172716
CAPS	828	1.3141466	1.08e-13	3.16e-14	ENSG00000105519
AK5	26289	-2.243436	1.14e-13	3.31e-14	ENSG00000154027
ABCF2-H2BK1	114483834	1.0247915	1.14e-13	3.32e-14	ENSG00000285292
PCDHGB4	8641	1.2307449	1.14e-13	3.33e-14	ENSG00000253953
ELAVL1	1994	1.1162217	1.14e-13	3.34e-14	ENSG00000066044
PCDHGB6	56100	1.2195047	1.15e-13	3.35e-14	ENSG00000253305
SEM1	7979	1.0708048	1.15e-13	3.36e-14	ENSG00000127922
PCDHGC5	56097	1.2229757	1.16e-13	3.37e-14	ENSG00000240764
TRMT61A	115708	-1.555684	1.17e-13	3.41e-14	ENSG00000166166
TRAF4	9618	1.3652635	1.17e-13	3.42e-14	ENSG00000076604
ZNF618	114991	1.1504533	1.18e-13	3.43e-14	ENSG00000157657
CD46	4179	-1.8675556	1.21e-13	3.52e-14	ENSG00000117335
PCYOX1L	78991	1.3404453	1.21e-13	3.52e-14	ENSG00000145882
GCOM1	145781	-1.0515369	1.21e-13	3.54e-14	ENSG00000137878
CLCF1	23529	1.604313	1.22e-13	3.55e-14	ENSG00000175505
ABCF2	10061	1.0234289	1.25e-13	3.65e-14	ENSG00000033050
KCNK2	3776	-2.2367658	1.27e-13	3.7e-14	ENSG00000082482
UBR5	51366	-1.0546856	1.29e-13	3.77e-14	ENSG00000104517
TCEA1	6917	-1.2961831	1.29e-13	3.78e-14	ENSG00000187735
SIX1	6495	-2.4561719	1.29e-13	3.79e-14	ENSG00000126778
RBX1	9978	1.0047991	1.3e-13	3.8e-14	ENSG00000100387
PCDHGA1	56114	1.2173789	1.31e-13	3.83e-14	ENSG00000204956
AKTIP	64400	1.154032	1.31e-13	3.83e-14	ENSG00000166971
PCDHGA8	9708	1.2173095	1.33e-13	3.89e-14	ENSG00000253767
TRIP12	9320	-1.4706172	1.33e-13	3.9e-14	ENSG00000153827
FOXRED2	80020	1.437106	1.33e-13	3.9e-14	ENSG00000100350
UBE4A	9354	-2.7623098	1.36e-13	3.98e-14	ENSG00000110344
CDC34	997	1.5827945	1.37e-13	4.02e-14	ENSG00000099804
ZNF775	285971	-2.311084	1.39e-13	4.09e-14	ENSG00000196456
PPP1R9B	84687	1.3807042	1.39e-13	4.09e-14	ENSG00000108819
RHOBTB3	22836	-2.1000804	1.39e-13	4.09e-14	ENSG00000164292
CALR	811	-1.160331	1.4e-13	4.13e-14	ENSG00000179218
WIPF2	147179	1.0774011	1.41e-13	4.14e-14	ENSG00000171475
FZD7	8324	1.149275	1.46e-13	4.3e-14	ENSG00000155760
C2CD5	9847	1.0323542	1.47e-13	4.31e-14	ENSG00000111731
EXO5	64789	1.2478567	1.48e-13	4.35e-14	ENSG00000164002
DBN1	1627	1.2778385	1.48e-13	4.35e-14	ENSG00000113758
CDK11B	984	-1.5485743	1.49e-13	4.4e-14	ENSG00000248333
FZD3	7976	-3.5089992	1.5e-13	4.41e-14	ENSG00000104290
MCUR1	63933	1.185847	1.5e-13	4.43e-14	ENSG00000050393
CRKL	1399	1.0720112	1.51e-13	4.45e-14	ENSG00000099942
OAZ3	51686	1.1466687	1.55e-13	4.58e-14	ENSG00000143450
PCDHGA7	56108	1.2100683	1.57e-13	4.62e-14	ENSG00000253537
BEND6	221336	1.2182196	1.59e-13	4.69e-14	ENSG00000151917
PCDHGA10	56106	1.2218116	1.59e-13	4.7e-14	ENSG00000253846
CRK	1398	1.1809359	1.59e-13	4.7e-14	ENSG00000167193
CORO1A	11151	1.4887435	1.61e-13	4.75e-14	ENSG00000102879
BRWD3	254065	-1.8974354	1.62e-13	4.79e-14	ENSG00000165288
SSR3	6747	-1.2473886	1.63e-13	4.82e-14	ENSG00000114850
ADPRHL1	113622	-2.6720056	1.63e-13	4.83e-14	ENSG00000153531
PCDHGA5	56110	1.216011	1.68e-13	4.96e-14	ENSG00000253485
FKBP4	2288	1.1036265	1.69e-13	5e-14	ENSG00000004478
ALCAM	214	1.6694371	1.71e-13	5.06e-14	ENSG00000170017
CLCN3	1182	-1.9337004	1.72e-13	5.08e-14	ENSG00000109572
KDELR2	11014	1.175595	1.75e-13	5.18e-14	ENSG00000136240
ZCWPW2	152098	-1.5765763	1.77e-13	5.24e-14	ENSG00000206559
BCL7C	9274	1.0784571	1.78e-13	5.28e-14	ENSG00000099385
RBM12B	389677	1.4557575	1.79e-13	5.3e-14	ENSG00000183808
BRMS1	25855	1.5044191	1.81e-13	5.36e-14	ENSG00000174744
PCDHGA11	56105	1.2166181	1.83e-13	5.43e-14	ENSG00000253873
ILF3	3609	1.2209252	1.84e-13	5.47e-14	ENSG00000129351
RNF6	6049	-1.1704001	1.85e-13	5.48e-14	ENSG00000127870
PCDHGA3	56112	1.217134	1.91e-13	5.67e-14	ENSG00000254245
NIPA1	123606	1.6008513	1.92e-13	5.7e-14	ENSG00000170113
ACVR2A	92	-1.7314669	1.97e-13	5.85e-14	ENSG00000121989
TMEFF1	8577	-1.2019989	2e-13	5.94e-14	ENSG00000241697
CCDC191	57577	-4.1612347	2.1e-13	6.25e-14	ENSG00000163617
PCDHGB1	56104	1.2138724	2.11e-13	6.28e-14	ENSG00000254221
MCM3	4172	-1.5868438	2.12e-13	6.3e-14	ENSG00000112118
PIAS2	9063	-1.3447587	2.13e-13	6.33e-14	ENSG00000078043
OXLD1	339229	-1.5705562	2.13e-13	6.35e-14	ENSG00000204237
HSPA8	3312	1.1965038	2.18e-13	6.49e-14	ENSG00000109971
CBX7	23492	-1.8951784	2.19e-13	6.54e-14	ENSG00000100307
ATF4	468	1.261384	2.2e-13	6.55e-14	ENSG00000128272
NAA15	80155	-2.0909017	2.21e-13	6.58e-14	ENSG00000164134
SSRP1	6749	1.2383436	2.24e-13	6.69e-14	ENSG00000149136
PABPC4	8761	-1.4265604	2.25e-13	6.7e-14	ENSG00000090621
USP35	57558	1.1851265	2.26e-13	6.76e-14	ENSG00000118369
NUP88	4927	-1.4701602	2.26e-13	6.76e-14	ENSG00000108559
ELAC1	55520	-1.384478	2.27e-13	6.78e-14	ENSG00000141642
UBA7	7318	1.4429564	2.28e-13	6.8e-14	ENSG00000182179
MAD2L2	10459	1.2300345	2.3e-13	6.86e-14	ENSG00000116670
ZNF764	92595	1.5973179	2.3e-13	6.86e-14	ENSG00000169951
ZNF644	84146	-1.629589	2.3e-13	6.87e-14	ENSG00000122482
ERCC8	1161	1.4264657	2.3e-13	6.88e-14	ENSG00000049167
ADCY7	113	1.885775	2.3e-13	6.88e-14	ENSG00000121281
SUPV3L1	6832	-1.8476546	2.3e-13	6.88e-14	ENSG00000156502
PM20D2	135293	-3.8761713	2.32e-13	6.94e-14	ENSG00000146281
SPRED2	200734	-1.1452755	2.34e-13	7e-14	ENSG00000198369
SMDT1	91689	1.3815399	2.34e-13	7.02e-14	ENSG00000183172
SCRIB	23513	-1.8899937	2.38e-13	7.12e-14	ENSG00000180900
SPCS2	9789	1.1974694	2.4e-13	7.19e-14	ENSG00000118363
CHCHD4	131474	1.1600677	2.4e-13	7.2e-14	ENSG00000163528
COX10	1352	1.4132452	2.42e-13	7.25e-14	ENSG00000006695
NOTCH2NLB	100996763	1.0496991	2.42e-13	7.27e-14	ENSG00000286019
SRFBP1	153443	1.1551043	2.43e-13	7.29e-14	ENSG00000151304
CCDC150	284992	-4.7449387	2.43e-13	7.29e-14	ENSG00000144395
BMI1	648	-1.6067016	2.45e-13	7.36e-14	ENSG00000168283
RPEL1	729020	-1.5342389	2.45e-13	7.37e-14	ENSG00000235376
PCDHGB3	56102	1.2056969	2.47e-13	7.41e-14	ENSG00000262209
DDX59	83479	-1.1201573	2.64e-13	7.94e-14	ENSG00000118197
NR3C1	2908	1.1690826	2.66e-13	8e-14	ENSG00000113580
EIF2B4	8890	-1.1532115	2.68e-13	8.08e-14	ENSG00000115211
PRPF40B	25766	-1.5136935	2.72e-13	8.19e-14	ENSG00000110844
KIAA0319L	79932	1.0577114	2.75e-13	8.27e-14	ENSG00000142687
PCDHGB2	56103	1.2186419	2.81e-13	8.47e-14	ENSG00000253910
ST3GAL1	6482	-1.9257963	2.83e-13	8.52e-14	ENSG00000008513
ANKAR	150709	-2.578863	2.85e-13	8.59e-14	ENSG00000151687
PPP2R1A	5518	1.2899307	2.9e-13	8.74e-14	ENSG00000105568
MRPL9	65005	1.1446387	2.9e-13	8.75e-14	ENSG00000143436
ZNF205	7755	-2.3324652	2.98e-13	9.01e-14	ENSG00000122386
MAP3K14	9020	-2.4702784	2.99e-13	9.03e-14	ENSG00000006062
ATP5MF	9551	-1.3763608	3.06e-13	9.24e-14	ENSG00000241468
AIP	9049	1.4464294	3.15e-13	9.52e-14	ENSG00000110711
AKAP13	11214	-3.1407592	3.19e-13	9.66e-14	ENSG00000170776
TJP1	7082	-1.3214539	3.24e-13	9.82e-14	ENSG00000104067
SLC25A26	115286	-2.0651164	3.26e-13	9.86e-14	ENSG00000144741
UBE2E2	7325	1.2232558	3.29e-13	9.97e-14	ENSG00000182247
NMRAL1	57407	1.072689	3.37e-13	1.02e-13	ENSG00000153406
BOP1	23246	1.0888031	3.41e-13	1.03e-13	ENSG00000261236
NAGPA	51172	-1.3104616	3.44e-13	1.04e-13	ENSG00000103174
THADA	63892	-1.4272278	3.44e-13	1.04e-13	ENSG00000115970
RPGRIP1L	23322	-1.5437169	3.46e-13	1.05e-13	ENSG00000103494
MAN2A1	4124	-1.4927401	3.49e-13	1.06e-13	ENSG00000112893
TIMM23B	100652748	1.2577927	3.56e-13	1.08e-13	ENSG00000204152
GNPNAT1	64841	1.5097255	3.59e-13	1.09e-13	ENSG00000100522
ZNF546	339327	1.3659671	3.65e-13	1.11e-13	ENSG00000187187
GGH	8836	1.9359335	3.65e-13	1.11e-13	ENSG00000137563
PLEKHG3	26030	-2.4500946	3.71e-13	1.13e-13	ENSG00000126822
OXSM	54995	-1.0380695	3.77e-13	1.15e-13	ENSG00000151093
SCCPDH	51097	-1.0005395	3.9e-13	1.19e-13	ENSG00000143653
ZKSCAN2	342357	1.5298747	3.94e-13	1.2e-13	ENSG00000155592
ZNF710	374655	-1.1418564	3.98e-13	1.21e-13	ENSG00000140548
CDC25C	995	-4.5489729	3.98e-13	1.21e-13	ENSG00000158402
THAP2	83591	-1.8340073	4.12e-13	1.25e-13	ENSG00000173451
TIMM50	92609	-2.5114792	4.21e-13	1.28e-13	ENSG00000105197
CUL9	23113	-2.0922905	4.22e-13	1.29e-13	ENSG00000112659
PLCD4	84812	2.4594587	4.25e-13	1.29e-13	ENSG00000115556
ABHD14A	25864	-1.6414678	4.28e-13	1.31e-13	ENSG00000248487
NPIPA3	642778	1.4230057	4.3e-13	1.31e-13	ENSG00000224712
GALNT11	63917	1.0081194	4.35e-13	1.33e-13	ENSG00000178234
COPE	11316	1.3874014	4.4e-13	1.34e-13	ENSG00000105669
TUBGCP6	85378	-1.3320246	4.42e-13	1.35e-13	ENSG00000128159
FRMPD4	9758	-3.325963	4.64e-13	1.42e-13	ENSG00000169933
C7orf50	84310	1.4376931	4.67e-13	1.43e-13	ENSG00000146540
AHNAK	79026	-1.1951329	4.67e-13	1.43e-13	ENSG00000124942
CC2D2A	57545	1.6632149	4.71e-13	1.44e-13	ENSG00000048342
C1orf112	55732	1.1551936	4.73e-13	1.44e-13	ENSG00000000460
PAGR1	79447	1.0918141	4.8e-13	1.47e-13	ENSG00000280789
PPP1R3D	5509	-1.2721977	4.85e-13	1.48e-13	ENSG00000132825
ENTPD6	955	-1.2939142	4.89e-13	1.5e-13	ENSG00000197586
CENPL	91687	-1.8306604	4.89e-13	1.5e-13	ENSG00000120334
C6orf120	387263	1.3358361	4.9e-13	1.5e-13	ENSG00000185127
ZNF613	79898	1.4741564	4.92e-13	1.51e-13	ENSG00000176024
PDP2	57546	-2.1385216	4.93e-13	1.51e-13	ENSG00000172840
DIP2B	57609	-2.1049361	4.94e-13	1.51e-13	ENSG00000066084
TXNRD2	10587	1.6872537	5.03e-13	1.54e-13	ENSG00000184470
CYB561D1	284613	-2.6558457	5.13e-13	1.57e-13	ENSG00000174151
ZMIZ1	57178	1.3946847	5.18e-13	1.59e-13	ENSG00000108175
SPR	6697	1.5841116	5.19e-13	1.59e-13	ENSG00000116096
FGFR1	2260	1.3753838	5.19e-13	1.59e-13	ENSG00000077782
CCDC93	54520	-2.044096	5.29e-13	1.63e-13	ENSG00000125633
CPED1	79974	-2.3283884	5.34e-13	1.64e-13	ENSG00000106034
PYCARD	29108	1.9896665	5.47e-13	1.68e-13	ENSG00000103490
TRIM62	55223	1.1901377	5.51e-13	1.69e-13	ENSG00000116525
RNLS	55328	1.3347643	5.74e-13	1.77e-13	ENSG00000184719
CPA4	51200	-2.4170273	5.88e-13	1.81e-13	ENSG00000128510
ALG6	29929	1.2269432	5.96e-13	1.84e-13	ENSG00000088035
VWA8	23078	-2.0082146	6e-13	1.85e-13	ENSG00000102763
HEXA	3073	2.2476727	6.02e-13	1.86e-13	ENSG00000213614
DNAAF9	25943	-1.0010734	6.03e-13	1.86e-13	ENSG00000088854
OTUD5	55593	1.2402443	6.12e-13	1.89e-13	ENSG00000068308
PREB	10113	-1.0269108	6.15e-13	1.9e-13	ENSG00000138073
CPNE2	221184	1.1223261	6.37e-13	1.97e-13	ENSG00000140848
RASSF1	11186	1.6249528	6.53e-13	2.02e-13	ENSG00000068028
ADAMTS13	11093	1.4808862	6.77e-13	2.09e-13	ENSG00000160323
FBXL2	25827	1.666623	6.86e-13	2.12e-13	ENSG00000153558
PIP4K2A	5305	1.2396063	6.87e-13	2.13e-13	ENSG00000150867
BCL2L2	599	-2.3102153	7.03e-13	2.18e-13	ENSG00000129473
EIF3E	3646	1.1775193	7.14e-13	2.21e-13	ENSG00000104408
USP34	9736	1.4092145	7.15e-13	2.21e-13	ENSG00000115464
DERPC	113455421	1.1307411	7.22e-13	2.24e-13	ENSG00000286140
CHTF8	54921	1.1307411	7.22e-13	2.24e-13	ENSG00000168802
GTF2IRD2	84163	-1.1147282	7.37e-13	2.29e-13	ENSG00000196275
ZNF713	349075	2.0267791	7.79e-13	2.42e-13	ENSG00000178665
AKT1	207	1.1768052	7.8e-13	2.42e-13	ENSG00000142208
